review_id,book_id,customer_id,rating,review_title,review_date,verified_purchase,helpful_votes,total_votes
64,6531,13944,5,Highly recommended,2025-01-28,True,8,16
65,5909,16160,4,Excellent read!,2024-11-09,True,5,7
66,134,4138,2,Disappointing,2024-12-14,True,6,6
67,2324,6090,4,Highly recommended,2024-03-05,True,3,5
68,2981,15108,3,Decent book,2025-01-08,True,6,11
69,116,5731,5,A masterpiece,2025-07-26,True,10,11
70,6740,8041,4,Excellent read!,2024-12-19,False,11,12
71,1655,14173,3,It was okay,2025-04-27,False,9,11
72,4495,1718,1,Not impressed,2024-09-10,True,2,11
73,8131,8979,3,It was okay,2025-04-26,True,7,11
74,5006,13041,5,Amazing story,2025-10-07,True,11,15
75,3095,1626,5,Couldn't put it down!,2025-06-25,True,12,15
76,9725,10539,3,Decent book,2023-11-25,True,5,7
77,6625,17367,5,Couldn't put it down!,2023-11-22,True,21,21
78,9596,10652,2,Not what I expected,2025-09-12,True,1,7
79,2500,10020,5,Highly recommended,2024-09-24,True,13,14
80,1504,9537,5,Best book I've read this year,2024-07-26,True,10,19
81,6255,5621,5,Couldn't put it down!,2024-04-17,True,12,17
82,1655,4339,5,A masterpiece,2025-04-07,True,13,19
83,390,2794,5,Amazing story,2024-03-02,True,11,14
84,7776,836,4,Highly recommended,2024-12-23,False,6,10
85,5342,1298,3,Worth reading,2024-03-30,True,0,5
86,8708,9139,3,Not bad,2023-12-16,False,4,5
87,3542,19441,4,Couldn't put it down!,2024-07-14,True,5,11
88,2364,10948,4,A masterpiece,2024-10-07,True,7,15
89,271,16897,5,Highly recommended,2024-04-22,True,11,12
90,6553,18201,4,Couldn't put it down!,2024-07-31,False,16,22
91,3436,17804,4,A masterpiece,2025-05-21,True,8,9
92,9746,10813,5,A masterpiece,2024-07-24,False,14,15
93,4037,2214,3,It was okay,2024-11-11,True,8,12
94,2104,6605,4,Highly recommended,2024-02-09,True,9,15
95,7371,4710,4,Amazing story,2024-10-01,True,4,5
96,6290,13820,4,Excellent read!,2024-09-16,True,9,15
97,604,1188,3,Decent book,2025-03-19,True,8,9
98,4482,4416,4,Best book I've read this year,2025-08-02,True,10,17
99,1134,15481,3,Pretty good,2024-02-18,False,4,7
100,7372,15481,3,Worth reading,2025-08-01,True,4,12
101,2124,13065,2,Not what I expected,2023-12-05,True,7,7
102,9143,7407,1,Disappointing,2024-09-25,False,2,3
103,4140,17019,3,It was okay,2025-09-16,True,11,17
104,3389,14647,4,Best book I've read this year,2024-10-17,False,12,13
105,3915,3898,5,Excellent read!,2024-01-14,True,6,10
106,6431,18539,4,A masterpiece,2024-06-19,True,8,14
107,982,3094,4,Amazing story,2025-04-10,True,5,6
108,2014,12839,4,A masterpiece,2024-07-27,False,9,15
109,5966,13809,5,A masterpiece,2025-06-27,True,9,13
110,8728,15261,2,Not impressed,2025-07-28,True,6,8
111,6259,11219,3,Pretty good,2024-03-06,True,6,8
112,731,3551,3,Average read,2025-03-09,True,3,7
113,6517,2747,3,Pretty good,2024-11-14,True,4,10
114,766,13101,3,Worth reading,2025-03-04,True,5,11
115,1094,16768,4,Amazing story,2024-08-10,False,4,10
116,9861,8996,4,Couldn't put it down!,2024-06-04,False,7,11
117,9476,4173,5,A masterpiece,2025-10-13,True,9,15
118,5860,6084,1,Disappointing,2024-03-02,True,2,2
119,4878,8636,4,Best book I've read this year,2024-08-04,False,9,16
120,4915,3991,5,Highly recommended,2023-12-17,True,11,13
121,6593,4562,5,Couldn't put it down!,2025-05-02,True,9,9
122,1075,3359,2,Not impressed,2025-07-20,True,2,10
123,9652,10189,3,Worth reading,2025-06-14,True,4,13
124,5214,19432,5,Excellent read!,2024-04-25,True,13,18
125,2463,13983,3,Worth reading,2025-03-29,True,3,10
126,5051,16363,2,Disappointing,2023-12-23,False,1,5
127,2349,12194,4,Excellent read!,2025-01-15,True,11,19
128,9131,6009,4,A masterpiece,2025-05-08,True,6,13
129,9704,1596,5,Couldn't put it down!,2024-03-31,True,9,17
130,1595,8199,4,Best book I've read this year,2024-03-16,False,6,10
131,5115,17147,3,Decent book,2024-10-11,True,4,4
132,2845,10854,4,Amazing story,2023-11-04,True,6,14
133,8066,14387,3,Not bad,2025-04-24,False,4,9
134,2803,7359,4,Best book I've read this year,2024-10-09,True,13,14
135,7406,17334,4,Excellent read!,2025-10-09,False,2,2
136,6779,17000,1,Not what I expected,2025-10-04,True,1,8
137,8550,4539,5,A masterpiece,2024-08-19,True,8,8
138,7660,5318,3,Not bad,2024-08-20,True,5,8
139,8262,4083,3,Not bad,2025-06-07,True,5,8
140,9037,18750,5,Amazing story,2024-07-31,False,4,13
141,7767,14661,5,Amazing story,2024-12-20,True,6,7
142,4825,4430,5,Couldn't put it down!,2025-01-20,True,7,7
143,8729,1205,4,Amazing story,2024-06-07,True,12,12
144,4290,5537,4,A masterpiece,2024-10-22,False,8,17
145,5617,9802,5,A masterpiece,2025-01-15,True,9,18
146,5775,13152,2,Overrated,2025-08-27,True,6,7
147,8664,641,5,Highly recommended,2024-03-25,True,13,14
148,2680,2787,4,Amazing story,2024-06-03,True,7,12
149,5633,18931,1,Not what I expected,2024-02-10,True,3,5
150,1394,3200,2,Overrated,2025-09-05,True,8,9
151,5665,16151,5,Excellent read!,2024-03-13,True,7,7
152,7305,3300,1,Not impressed,2025-04-06,True,3,10
153,1627,1901,4,Couldn't put it down!,2024-09-21,True,9,18
154,8231,1466,5,Couldn't put it down!,2024-05-19,True,8,17
155,2540,13743,2,Waste of time,2025-10-03,False,2,10
156,8759,9403,4,Highly recommended,2025-06-10,True,9,18
157,6995,1474,2,Overrated,2025-10-09,False,5,9
158,9668,13324,4,Best book I've read this year,2025-06-30,True,14,16
159,3663,4121,5,Highly recommended,2024-12-22,True,14,19
160,330,18215,5,Highly recommended,2024-06-12,True,7,13
161,8414,443,3,Decent book,2025-07-25,True,3,5
162,3389,2997,4,Couldn't put it down!,2024-11-17,True,6,12
163,2779,5391,4,Couldn't put it down!,2024-09-17,True,9,9
164,5858,5405,4,A masterpiece,2025-07-19,True,11,15
165,7847,12274,4,Amazing story,2024-02-12,False,7,10
166,994,3148,3,Pretty good,2024-09-28,True,7,7
167,7106,16118,3,Decent book,2025-02-28,True,7,12
168,3139,19457,3,Worth reading,2025-04-24,True,6,11
169,9120,16276,3,It was okay,2024-06-15,True,4,10
170,641,5146,4,A masterpiece,2024-11-06,True,13,18
171,9105,632,2,Not impressed,2025-08-09,True,3,8
172,2987,992,5,Best book I've read this year,2024-02-17,True,11,13
173,7346,15626,5,Highly recommended,2023-11-06,True,15,18
174,6648,9739,5,Excellent read!,2024-07-13,True,10,17
175,1361,6262,5,Couldn't put it down!,2024-07-09,True,8,8
176,434,17371,5,Amazing story,2024-01-22,True,10,14
177,1286,19289,3,Average read,2024-05-21,True,5,11
178,7809,2632,3,It was okay,2024-04-06,True,10,16
179,5141,16418,4,Highly recommended,2025-05-01,True,5,12
180,3263,3214,4,A masterpiece,2024-05-08,False,11,19
181,6152,1926,4,A masterpiece,2024-05-20,True,10,11
182,1081,18385,5,Couldn't put it down!,2024-09-18,False,13,20
183,3248,9059,3,Worth reading,2025-06-26,True,5,6
184,1597,8462,4,A masterpiece,2024-10-11,True,7,13
185,3584,11507,4,Excellent read!,2024-08-14,True,6,12
186,8131,11850,4,A masterpiece,2025-01-14,True,7,9
187,5500,14373,5,Couldn't put it down!,2024-12-20,True,6,7
188,3394,16262,5,Couldn't put it down!,2025-07-08,True,9,15
189,6608,11122,4,A masterpiece,2025-04-26,True,10,15
190,1956,6248,3,Average read,2024-08-09,True,5,5
191,1355,1093,5,A masterpiece,2024-10-01,True,12,13
192,8029,16562,4,Highly recommended,2025-08-31,True,5,9
193,9609,6249,2,Not what I expected,2025-09-15,True,3,12
194,2704,10252,5,A masterpiece,2023-11-11,True,7,12
195,6016,6735,4,Amazing story,2025-10-12,False,6,9
196,4515,18047,2,Not impressed,2024-05-09,True,3,4
197,6007,16934,5,Highly recommended,2024-01-03,True,14,20
198,2079,14237,4,Amazing story,2025-04-26,False,7,15
199,9139,14008,3,Not bad,2025-07-04,True,10,13
200,4672,18535,4,Excellent read!,2025-03-26,False,8,12
201,9686,3478,4,Best book I've read this year,2025-01-25,True,6,9
202,6974,7735,4,A masterpiece,2024-02-24,True,7,11
203,79,11971,1,Could be better,2025-08-05,True,3,4
204,2764,6536,4,Excellent read!,2025-09-07,True,9,14
205,1624,13867,5,A masterpiece,2023-11-01,True,11,15
206,2495,14893,2,Not what I expected,2024-04-21,False,3,12
207,8759,14959,5,Excellent read!,2025-02-24,True,10,16
208,9143,8452,4,Highly recommended,2024-09-13,True,10,10
209,3976,13200,2,Waste of time,2025-03-17,False,6,11
210,7003,9961,4,Best book I've read this year,2025-01-14,True,14,14
211,28,335,5,Amazing story,2025-06-20,True,9,9
212,3961,4827,4,Best book I've read this year,2023-12-30,False,5,8
213,1743,819,1,Disappointing,2024-07-21,True,2,3
214,9741,12774,5,Amazing story,2025-05-07,True,6,15
215,5580,14026,4,Excellent read!,2025-05-06,False,7,7
216,7554,8904,5,Couldn't put it down!,2025-09-02,True,13,15
217,3070,11047,1,Not impressed,2024-06-01,True,2,2
218,6718,4440,3,Not bad,2025-01-21,True,2,4
219,6072,1195,5,Highly recommended,2024-12-10,True,11,18
220,9352,117,3,It was okay,2024-05-08,True,8,11
221,7346,5726,3,Average read,2025-03-20,False,5,9
222,1869,19017,5,Best book I've read this year,2025-09-28,True,13,17
223,4481,2420,3,Average read,2024-09-06,True,10,15
224,8130,3313,5,Best book I've read this year,2024-11-25,False,7,16
225,4616,12596,5,Best book I've read this year,2025-05-12,True,10,17
226,1861,7622,4,Excellent read!,2024-06-21,False,5,9
227,9249,5187,4,Best book I've read this year,2023-10-23,True,11,11
228,6775,2532,5,Highly recommended,2024-02-23,True,14,15
229,6155,13461,5,Couldn't put it down!,2025-04-07,True,8,11
230,3244,4164,4,A masterpiece,2025-09-14,True,13,22
231,801,15212,2,Overrated,2024-12-11,True,3,12
232,615,3371,2,Overrated,2024-01-29,True,2,7
233,4707,1031,3,It was okay,2024-01-10,True,7,12
234,6143,7296,5,Best book I've read this year,2025-08-23,True,7,8
235,652,3140,5,Best book I've read this year,2025-09-11,True,7,16
236,8426,8773,4,Couldn't put it down!,2025-02-24,False,10,13
237,957,14478,4,Excellent read!,2023-11-25,False,8,12
238,7331,15225,5,A masterpiece,2024-05-06,True,10,13
239,9266,19868,1,Disappointing,2024-07-29,True,3,11
240,8814,11325,4,Highly recommended,2024-01-03,True,10,16
241,9589,15212,5,Excellent read!,2025-05-22,True,14,18
242,9402,8874,1,Could be better,2025-08-17,False,2,9
243,2983,3556,4,Best book I've read this year,2025-05-19,True,8,15
244,4132,16489,4,Amazing story,2025-05-10,True,7,11
245,6981,18239,5,Amazing story,2024-01-27,True,10,18
246,4023,5236,3,Not bad,2025-05-22,True,3,8
247,2577,4549,1,Waste of time,2025-03-30,True,2,5
248,5310,5026,5,Highly recommended,2024-11-05,False,10,17
249,9861,556,5,Best book I've read this year,2025-08-08,True,9,9
250,7670,11122,3,Decent book,2025-01-30,True,6,10
251,8268,1323,4,Couldn't put it down!,2024-12-02,True,12,18
252,2592,7569,2,Waste of time,2024-06-15,False,4,8
253,1687,2898,3,Worth reading,2024-01-06,True,4,4
254,3076,19935,5,Excellent read!,2025-01-26,True,16,16
255,5564,8728,4,Amazing story,2025-04-09,False,9,17
256,8727,8350,4,Highly recommended,2023-11-29,True,10,15
257,3522,14652,5,Amazing story,2024-11-07,True,10,19
258,1496,5721,2,Waste of time,2025-04-14,False,4,4
259,9173,11843,2,Could be better,2025-01-12,True,4,11
260,767,19857,2,Not what I expected,2024-07-11,False,3,11
261,7247,18407,4,Best book I've read this year,2024-04-03,True,4,13
262,3267,10108,5,Couldn't put it down!,2025-01-02,True,11,17
263,6591,13513,3,It was okay,2024-02-10,False,9,10
264,4643,19688,2,Not impressed,2024-06-18,True,2,9
265,7762,19078,5,Amazing story,2025-06-04,True,13,13
266,6172,19007,4,Excellent read!,2025-06-22,True,13,16
267,7107,17082,5,Best book I've read this year,2025-04-07,True,12,18
268,6319,15787,5,A masterpiece,2024-05-11,True,8,9
269,2178,15591,3,Average read,2024-06-04,True,4,7
270,7823,6699,2,Not impressed,2025-07-11,False,3,4
271,3732,18558,4,Highly recommended,2024-04-03,True,5,14
272,6463,5810,3,Worth reading,2024-08-12,True,7,12
273,3574,11714,4,Best book I've read this year,2025-03-24,True,6,14
274,9537,5387,4,A masterpiece,2025-09-13,True,6,15
275,2930,15837,4,Excellent read!,2024-02-13,True,6,13
276,6137,6700,4,Couldn't put it down!,2024-03-17,True,8,15
277,6291,10378,5,Best book I've read this year,2024-06-26,True,13,22
278,4466,16339,2,Could be better,2024-08-03,True,2,11
279,8209,17936,5,Best book I've read this year,2025-10-18,True,12,15
280,5313,12375,5,Highly recommended,2024-08-12,True,11,12
281,8091,6607,2,Overrated,2024-08-19,True,2,10
282,7370,17744,2,Could be better,2024-01-31,True,5,14
283,9110,10869,2,Not what I expected,2024-12-24,True,6,14
284,4415,941,3,Worth reading,2025-05-13,False,4,6
285,4329,17958,4,A masterpiece,2024-08-13,False,5,6
286,5390,4034,4,Highly recommended,2024-05-14,False,10,19
287,3767,14844,5,A masterpiece,2024-07-06,False,14,14
288,4960,4364,5,Highly recommended,2024-06-16,True,10,19
289,1824,7267,4,Amazing story,2025-07-11,True,11,13
290,5666,15896,5,Amazing story,2024-10-23,True,12,19
291,5296,4930,5,Amazing story,2024-04-25,True,4,7
292,3490,18596,4,Amazing story,2025-02-12,True,7,8
293,2561,1472,5,Excellent read!,2024-08-28,False,8,16
294,2752,13765,3,Worth reading,2024-04-15,True,7,12
295,7632,7018,3,It was okay,2024-01-09,True,3,7
296,8017,2653,1,Overrated,2024-09-12,True,3,10
297,4639,8792,5,Best book I've read this year,2024-12-23,True,12,15
298,9062,2453,5,Amazing story,2024-02-10,True,10,16
299,6127,15412,4,Highly recommended,2025-07-15,False,8,13
300,7745,12420,1,Not impressed,2025-07-20,True,6,10
301,9867,6221,5,Highly recommended,2024-10-13,True,10,12
302,9595,238,5,Excellent read!,2025-02-16,False,9,12
303,1742,2064,5,A masterpiece,2024-06-25,True,7,16
304,901,15777,3,Decent book,2025-04-04,True,9,10
305,7608,10300,4,A masterpiece,2024-04-21,True,8,17
306,7319,10457,4,Best book I've read this year,2023-12-08,True,13,19
307,1636,2029,4,Excellent read!,2024-02-26,True,8,8
308,5749,2524,3,Worth reading,2025-07-19,True,7,14
309,5092,4755,4,Highly recommended,2024-01-03,True,6,6
310,3154,18677,5,Best book I've read this year,2024-03-06,True,13,22
311,2561,9006,5,Highly recommended,2024-11-14,True,10,13
312,2702,11638,3,Worth reading,2024-04-01,True,1,10
313,8582,3582,4,Amazing story,2025-05-31,True,4,4
314,2809,4531,4,A masterpiece,2025-09-28,False,4,9
315,415,13531,4,Amazing story,2025-09-16,True,7,9
316,8729,12831,2,Overrated,2025-07-24,False,8,15
317,6137,6927,2,Not what I expected,2025-02-15,True,4,4
318,2096,870,3,It was okay,2024-01-29,True,3,6
319,6254,6912,4,Couldn't put it down!,2025-04-13,True,7,8
320,3089,12824,4,Best book I've read this year,2024-07-28,False,9,18
321,1450,6565,4,A masterpiece,2024-02-14,True,7,9
322,7485,17166,4,A masterpiece,2024-03-14,False,11,14
323,7130,12027,1,Not impressed,2024-01-01,False,0,5
324,4639,18979,4,Highly recommended,2025-08-05,True,5,9
325,7402,1325,3,Pretty good,2025-07-03,True,8,13
326,9439,19516,5,Couldn't put it down!,2025-04-27,False,12,13
327,5299,1039,3,Not bad,2023-11-02,False,10,13
328,6249,16936,4,Excellent read!,2024-12-03,True,5,7
329,5127,19843,5,Excellent read!,2025-10-07,True,11,17
330,3152,19076,2,Overrated,2025-04-25,False,5,12
331,237,19614,5,Highly recommended,2025-05-03,True,10,13
332,4364,8372,3,Decent book,2025-05-16,False,10,14
333,589,9131,4,Couldn't put it down!,2024-06-26,True,4,7
334,6971,11448,4,A masterpiece,2025-07-12,True,11,20
335,2832,9168,4,Amazing story,2025-04-20,True,9,16
336,9798,1850,3,Decent book,2025-02-23,True,9,16
337,8581,4902,4,Amazing story,2025-07-29,False,10,12
338,9892,15506,5,Amazing story,2025-02-20,True,13,15
339,8202,15588,4,Excellent read!,2024-11-25,True,5,8
340,5498,12157,3,Pretty good,2024-11-27,False,8,17
341,7303,16646,3,Average read,2025-01-01,False,6,15
342,7272,16613,2,Not impressed,2024-01-18,False,4,9
343,268,10214,5,Couldn't put it down!,2025-03-06,False,9,13
344,166,18250,4,Amazing story,2024-05-02,True,7,9
345,8877,2519,4,Excellent read!,2025-01-26,True,4,12
346,6181,887,4,A masterpiece,2025-05-09,True,11,20
347,1425,5057,3,Pretty good,2024-07-02,True,3,11
348,2914,19052,4,Amazing story,2025-10-20,False,4,13
349,6798,7735,5,Best book I've read this year,2025-01-26,True,8,16
350,882,4268,3,Decent book,2023-10-23,True,4,7
351,3501,11737,5,Amazing story,2024-09-07,True,10,12
352,6743,10705,5,Couldn't put it down!,2024-01-27,True,11,20
353,4096,12386,1,Disappointing,2024-03-10,True,3,10
354,7492,18004,4,A masterpiece,2025-01-18,True,6,11
355,5666,12793,5,Couldn't put it down!,2024-04-21,True,11,11
356,4053,2622,5,Excellent read!,2025-03-11,True,12,16
357,2847,13733,4,Couldn't put it down!,2024-08-13,True,7,14
358,6387,1268,5,A masterpiece,2024-02-29,True,10,14
359,7063,6460,4,A masterpiece,2024-08-17,True,7,8
360,5736,5007,3,It was okay,2025-08-17,True,5,11
361,9573,3187,5,Best book I've read this year,2025-09-12,True,4,13
362,3200,12476,5,Best book I've read this year,2024-10-17,True,11,20
363,1645,3799,4,Excellent read!,2024-01-02,False,5,14
364,4132,9163,5,Excellent read!,2025-03-14,True,12,21
365,1827,13573,2,Not what I expected,2025-04-15,True,5,7
366,9974,9981,5,Excellent read!,2025-02-04,True,14,15
367,39,19225,3,Pretty good,2025-07-16,True,9,14
368,7042,7224,5,Best book I've read this year,2025-04-21,True,5,11
369,3618,4412,4,Amazing story,2024-11-15,True,12,14
370,5498,6826,4,Amazing story,2024-03-08,True,10,18
371,7071,47,5,Amazing story,2024-11-22,True,6,6
372,8092,12621,3,Not bad,2025-08-16,True,4,7
373,9012,9999,5,Couldn't put it down!,2024-06-12,True,8,15
374,8195,5060,5,Amazing story,2024-01-29,True,13,21
375,6919,13717,4,Couldn't put it down!,2024-04-18,True,10,13
376,3479,17580,5,Excellent read!,2023-11-24,True,10,12
377,3567,13870,1,Not what I expected,2024-02-04,True,0,3
378,1217,15039,4,A masterpiece,2025-06-02,True,6,8
379,3467,201,5,Amazing story,2024-06-06,False,11,18
380,1701,4401,2,Not what I expected,2024-03-01,True,3,8
381,802,3166,3,Average read,2025-08-28,False,6,12
382,1709,9338,4,Highly recommended,2024-03-09,True,7,7
383,414,14388,4,Best book I've read this year,2024-10-25,True,8,9
384,8030,3842,4,Couldn't put it down!,2024-11-30,True,8,12
385,439,17354,4,Amazing story,2025-07-26,True,12,15
386,4493,481,2,Could be better,2025-09-20,True,4,5
387,8031,18891,4,Amazing story,2024-10-08,True,12,16
388,6354,9090,4,Amazing story,2025-07-01,False,15,19
389,7891,1509,3,Decent book,2024-11-07,True,4,7
390,8361,14875,4,Amazing story,2024-04-10,True,12,15
391,2740,17192,4,A masterpiece,2024-09-11,True,11,20
392,4906,9384,4,Excellent read!,2024-04-13,True,13,18
393,5440,1637,5,Best book I've read this year,2025-05-12,True,7,13
394,8888,13434,4,A masterpiece,2024-10-24,True,8,11
395,2089,12635,3,Worth reading,2025-10-12,True,7,7
396,7555,14017,4,Excellent read!,2025-08-15,True,6,9
397,2752,4259,4,Highly recommended,2024-05-23,True,8,10
398,9996,12712,3,Not bad,2025-04-12,False,1,5
399,3035,959,5,A masterpiece,2024-09-26,False,11,11
400,2022,1583,2,Could be better,2024-07-08,False,2,5
401,7143,15996,5,Amazing story,2024-07-15,True,13,15
402,7305,2133,3,Average read,2025-07-21,True,6,9
403,2845,11274,5,Couldn't put it down!,2024-03-31,True,13,16
404,768,16203,5,Best book I've read this year,2025-10-16,True,17,25
405,8692,15206,3,Not bad,2024-11-12,False,14,14
406,6545,15644,5,Amazing story,2023-11-05,False,7,11
407,8464,717,5,Amazing story,2024-07-04,True,11,11
408,5643,2534,5,Excellent read!,2024-01-13,True,6,15
409,3416,7082,5,Highly recommended,2025-06-05,True,10,17
410,3262,18414,5,Highly recommended,2025-10-17,True,10,17
411,9979,1037,4,Amazing story,2024-01-30,True,12,21
412,8531,13772,4,Amazing story,2024-12-15,False,4,11
413,5250,18387,4,Couldn't put it down!,2024-12-11,True,6,10
414,6968,8751,3,Pretty good,2025-10-21,True,3,7
415,9687,19796,4,Couldn't put it down!,2025-09-07,True,5,13
416,7593,13079,4,Excellent read!,2024-04-18,True,13,21
417,4897,12197,3,Not bad,2024-08-25,False,6,10
418,4459,13299,4,Highly recommended,2024-03-05,True,8,14
419,2972,2343,5,A masterpiece,2025-02-14,True,12,20
420,1593,1681,4,Best book I've read this year,2025-07-29,True,10,18
421,6568,10868,3,Decent book,2023-12-23,True,7,9
422,5471,12836,3,Pretty good,2024-02-09,True,8,8
423,9199,2196,3,Worth reading,2025-01-08,True,10,12
424,4010,8727,4,Highly recommended,2024-06-24,True,7,11
425,9274,3450,2,Could be better,2025-06-11,True,3,3
426,9510,9485,4,Amazing story,2025-01-03,True,7,16
427,7045,18262,4,Best book I've read this year,2024-07-26,False,10,13
428,5186,12056,5,A masterpiece,2025-01-16,True,8,9
429,7889,14640,4,Best book I've read this year,2024-06-30,True,10,18
430,8146,4089,2,Waste of time,2024-10-21,True,1,5
431,8012,19025,2,Not impressed,2024-08-09,True,4,6
432,528,17909,5,Couldn't put it down!,2025-07-14,True,8,12
433,9715,15611,4,A masterpiece,2024-10-23,True,7,9
434,7124,9103,4,A masterpiece,2024-09-12,True,7,10
435,1935,3714,5,Excellent read!,2025-09-22,True,14,22
436,9747,5753,3,Average read,2024-10-06,False,5,14
437,378,667,4,Best book I've read this year,2025-10-01,True,10,15
438,1847,17275,2,Overrated,2024-04-19,True,5,13
439,1441,19891,5,Amazing story,2025-04-22,True,8,10
440,2909,1269,3,Pretty good,2023-12-05,False,5,6
441,321,10192,5,Excellent read!,2025-07-28,False,8,11
442,2407,4206,4,Excellent read!,2025-01-21,True,8,17
443,5159,3880,2,Not what I expected,2024-11-28,True,4,9
444,1230,4821,2,Could be better,2024-12-26,False,6,6
445,1937,11763,2,Not what I expected,2025-10-04,True,2,8
446,930,5106,3,Decent book,2025-09-23,True,5,6
447,7221,18710,5,Couldn't put it down!,2024-10-25,True,14,22
448,3335,588,5,Best book I've read this year,2023-10-26,True,9,17
449,5158,4599,4,Couldn't put it down!,2025-07-20,True,9,18
450,578,315,2,Waste of time,2023-10-26,True,6,12
451,3334,5708,5,Amazing story,2024-11-13,True,9,9
452,4559,13610,5,Couldn't put it down!,2025-09-11,True,8,12
453,6723,15892,5,Highly recommended,2024-01-01,True,9,10
454,9301,15815,2,Could be better,2023-10-26,True,5,9
455,6912,14530,5,Amazing story,2023-11-17,False,8,14
456,905,5889,3,Pretty good,2025-10-05,True,7,7
457,8176,947,2,Disappointing,2024-01-08,True,0,7
458,3701,7179,1,Not impressed,2024-03-29,True,2,5
459,5399,15341,3,Decent book,2023-11-04,True,5,10
460,7967,15677,2,Overrated,2025-01-07,True,5,7
461,591,2907,3,Average read,2025-06-15,True,6,6
462,6628,4755,5,Best book I've read this year,2023-11-13,True,14,21
463,6017,16609,4,Excellent read!,2025-06-10,True,7,16
464,6047,5812,4,Highly recommended,2024-07-16,True,6,9
465,8799,18077,4,Excellent read!,2024-12-25,True,8,17
466,5980,18864,3,Decent book,2024-07-14,True,3,12
467,8917,7219,2,Could be better,2025-04-05,True,5,5
468,966,4227,3,Not bad,2025-10-11,False,7,16
